英文名稱,中文名稱
stretto {It.},緊接進入｛復格｝；緊接段；加速的；加緊的
strict canon,嚴格卡農
strict counterpoint,嚴格對位
strict double counterpoint,嚴格複對位
strict fugue,嚴格復格
strict imitation,嚴格模仿
stride modulation,跨越轉調
stride relation,跨越關係
Stride(piano),跨奏（爵士鋼琴）
string,弦（絃）
string duet,弦（絃）樂二重奏
string duo,弦樂二重奏；弦樂二重奏曲
string instrument,絃樂器
string orchestra,弦（絃）樂團
string quartet,弦（絃）樂四重奏
string quintet,弦（絃）樂五重奏
string trio,弦（絃）樂三重奏
stringed instrument,弦樂器
stringed instruments,弦（絃）樂器
stringendo {It.},漸快；加緊的
strings,弦（絃）樂器
strisciando {It.},滑動地；滑奏；擦奏｛擊樂｝
strisciato {It.},平滑的
stroboscope,轉速測量器
Stroh violin,史特洛小提琴
stromento {It.},樂器
strong accent,強重音
strong chord of the key,主要和弦（絃）
Strophenlied {Ger.},反復歌
Strophenlied {Ger.},反復歌（詩節式歌曲）
strophic bass,反復低音
strophic song,反復歌
strophic song,反復歌（詩節式歌曲）
struck string instrument,擊弦樂器
structure,結構
strumentazione {It.},配器法
Strumente a percussione {It.},擊樂器
strumenti a tastriera {It.},鍵盤樂器
strumenti d`ottone {It.},銅管樂器
strumentini di legno {It.},木管樂器
strumento a corda {It.},弦樂器
strumento a fiato {It.},管樂器
strumento ad ancia {It.},簧樂器
strumento d'acciaio,軍樂鐵琴
strumento elettronico {It.},電子樂器
strutt {Amer.},闊步舞
St?ck {Ger.},小曲；小品
St?ck {Ger.},小品
student's fugue,見習復格
study,練習曲
Stufe {Ger.},音級
Stufenschritt {Ger.},級進
Stundenoffizium {Ger.},日課
Sturm und Drang {Ger.},狂飆運動
st?rmend {Ger.},如暴風雨的
st?rmisch {Ger.},如暴風的
St?rtze {Ger.},鐘形口｛管樂器｝
St?rze {Ger.},號角口
style,風格
style analysis,風格分析
style bris? {Fr.},琶音風格
style galant {Fr.},優雅風格
style Palestrinien {Fr.},帕勒斯特利納風格
suave {Sp.},柔和的
sub-bass clef,下低音譜號
Subbassschl?ssel {Ger.},下低音譜號
subcontra-octave,下二點八度(音域)
subdiapente {Gr.},下五度音程
subdominant,下屬音
subdominant harmony,下屬和弦
subdominant key,下屬調
subdominant seventh,下屬七和弦（絃）
subdominant triad,下屬三和弦（絃）
subdominant triad,下屬三和弦
Subdominante {Ger.},下屬音
Subdominantharmonie {Ger.},下屬和弦
Subdominantparallele {Ger.},上主音
Subdominanttonart {Ger.},下屬音
subharmonics,下行泛音
subito {It.},立即的
subject,主題
Subkontra-Oktave {Ger.},下二點八度(音域)
submediant,下中音
submediant chord,下中音和弦
submediant seventh,下中七音弦（絃）
submediant triad,下中三和弦（絃）
Submediante {Ger.},下中音
submotive,副動機
subordinate chord,副和聲；副和弦（絃）
subordinate chord of the seventh,副七和弦（絃）
subordinate scale-step,副音級
subordinate triad,副三和弦（絃）
substitution chord,替代和弦
subtonic,下主音
successive counterpoint,連續對位
successive fifths,連續五度
successive leaps,連續跳進
successive octaves,連續八度
successive passing-notes,連續經過音
successive sixths,連續六度
successive thirds,連續三度
sucu-sucu {Sp.},蘇固－蘇固舞曲
sudden modulation,突然轉調
sudrophone,蘇德羅號
suffocato {It.},窒息的
suite,組曲
suite {Fr.},組曲
Suite {Ger.},組曲
suivez {Fr.},跟隨獨奏（唱）
sujet principal {Fr.},主要主題
sujet principal {Fr.},主題
sul G,G 弦（絃）奏
sul ponticello {It.},近琴橋奏；近琴馬奏
sul tasto,近指板奏
suling {Id.},蘇林笛
sulla tastiera {It.},近指板奏
Summation tone,加音
Summstimme {Ger.},哼唱；閉口唱
suo {It.},本來的
suonare a prima vista {It.},視奏
suoni armonici {It.},泛音
suoni naturali {It.},自然音
suono armonico,泛音；倍音
suono di combinazione {It.},合成音
suono estraneo all'armonia {It.},和聲外音；非和弦（絃）音
suono fondamentale {It.},基音
su?no fondamentale {It.},根音；基音
suono pedale {It.},基音；持續音
suono puro {It.},純音
suono {It.},聲音
superbo {It.},壯麗的；高傲的
supertonic,上主音
supertonic seventh,上主七和弦（絃）
supertonic seventh chord,上主七和弦（絃）
supertonic triad,上主三和弦（絃）
supplementary tone,加音
suppliant {Fr.},哀求的；懇求的
supprimer {Fr.},取消
Supprimez la sourdine {Fr.},加弱音器
supprimez {Fr.},取消
sur la touche {Fr.},近指板奏
sur le chevalet {Fr.},近琴橋奏；近琴馬奏
surdit? musicale {Fr.},音痴；音盲
sus-tonique {Fr.},上主音
Suspended cadence,假終止
suspended cymbal,吊鈸
suspended fourth,四度掛留音
suspended ninth,九度掛留音
suspended seventh,七度掛留音
suspended sixth,六度掛留音
suspension,掛留音
suspension of chord,掛留和弦（絃）
suspension of fourth,四度掛留音
suspension of ninth,九度掛留音
suspension of seventh,七度掛留音
suspension of sixth,六度掛留音
suspension simultan?e {Fr.},雙掛留音
suspension {Fr.},掛留音
s?ss {Ger.},甜蜜的；甜美的
sussurrando {It.},輕聲細語的
sussurrante {It.},輕聲細語的
sustained part,持續聲部
sustaining pedal,持音踏瓣
Sutufenschritt {Ger.},級進
svegliando {It.},清醒的
svegliato {It.},清醒的
svelto {It.},靈敏的
svolgimento {It.},發展部
swell,力度變化裝置｛管風琴｝
Swell box,增音箱；增音器
swell organ,變音器管群（管風琴）
Swing,搖擺樂
switch,條刷
syllabe {Fr.},音節
syllabic style,音節風格
syllable,音節
syllable names,唱名
Symbolism,象徵主義
Symbolisme {Fr.},象徵主義
Symbolismus {Ger.},象徵主義
sympathetic resonance,同和共鳴
sympathetic strings,共鳴弦（絃）
sympathetic vibration,共振
symphonic jazz,交響爵士樂
symphonic orchestra,交響樂團
symphonic poem,交響詩
symphonic poem,交響詩
symphonic suite,交響組曲
symphonie concertante {Fr.},協奏交響曲
symphonie {Fr.},交響曲
Symphonie {Ger.},交響曲
Symphoniekantate {Ger.},頌歌
symphonische Dichtung {Ger.},交響詩
symphony,交響曲
symphony orchestra,交響樂團
synaesthesia,共感覺；聯覺
Syn?sthesie {Ger.},共感覺；聯覺
syncopation,切分法；切分音
syncope {Fr.},切分法；切分音
synemmenon {Gr.},附加四音組
synesth?sie {Fr.},共感覺；聯覺
Synkope {Ger.},切分法；切分音
synonym,等音奏法
synthesizer,合成器
syntonic comma,共振音差
syntonisches Komma {Ger.},共振音差
Syrian Chant,敘利亞聖歌
syrinx {Fr.},排簫，潘神簫
Syrischer Kirchengesang {Ger.},敘利亞聖歌
system,譜表
systema teleion elasson {Gr.},小完全音階系統
systema teleion meizon {Gr.},大完全音階組織
systema teleion {Gr.},完全音階組織
Syst?me Boehm {Fr.},貝姆式鍵制
Tabl,鼓
tabla,塔布拉鼓｛印度｝
tablature,指法譜
table d'harmonie {Fr.},音響板；共鳴板
table music,宴樂
table {Fr.},面板
tabor,塔波鼓
tace {It.},停止演奏
tacet {Lat.},停止演奏
tactus {Lat.},拍
Tafelklavier {Ger.},桌上型鍵琴
Tafelmusik {Ger.},宴樂
Tagelied {Ger.},晨歌
tail,符尾
Tail-pin,尾針｛琴腳｝
tailgate {Amer.},尾門
taille {Fr.},中音
tailpiece,扣弦（絃）板；繫弦（絃）板
Tailpiece,繫絃板
Takasagozoku,高砂族（臺灣原住民）
Takt {Ger.},小節；拍
Taktart {Ger.},拍子
Taktstock {Ger.},指揮棒
Taktstrich {Ger.},小節線；縱線
Taktteil {Ger.},拍
Taktvorzeichen {Ger.},拍子記號
Taktvorzeichnung {Ger.},拍子記號
T?la,塔拉拍節法｛印度｝
T?lam,塔蘭鈸｛印度｝
talea {Lat.},反復節奏型
talharpa,塔爾哈帕琴
talon {Fr.},弓根
tam-tam,鑼
tamborito {Sp.},唐波里多舞曲
tambour de basque {Fr.},鈴鼓
tambour de bois {Fr.},木縫鼓
tambour militaire {Fr.},小鼓
tambour militaire {Fr.},軍鼓｛法｝
tambour {Fr.},鼓
tambourin chinois {Fr.},中國花鼓
tambourin de provence {Fr.},普羅旺斯鼓
tambourin {Ger.},鈴鼓
tambourine,鈴鼓
tambrito,唐波里多舞曲
tambrito {Sp.},唐波里多舞曲
tamb?r? {In.},丹布拉琴
tamburello {It.},鈴鼓
Tamburin {Ger.},鈴鼓
tamburino {It.},鈴鼓
tamburo piccolo {It.},小鼓
tamburo {It.},鼓
tamburone {It.},大鼓
tampon,雙頭鼓槌；雙頭鼓棒
tampon {Fr.},雙頭鼓槌；雙頭鼓棒
Tampon {Ger.},雙頭鼓槌；雙頭鼓棒
tampone {It.},雙頭鼓槌；雙頭鼓棒
Tan-kum {Kp.},揚琴
tangent,楔槌｛古鋼琴｝
Tangente {Ger.},楔槌｛古鋼琴｝
Tango flamenco {Sp.},弗拉門哥探戈
tango {Sp.},探戈舞曲｛阿根廷｝
tanto {It.},如此；這樣多
tantum ergo {Lat.},聖體頌
Tanzmeistergeige {Ger.},袖珍小提琴
Tanzmusik {Ger.},舞曲
Tanzsuite {Ger.},舞蹈組曲
tapa {Sp.},面板
tape recorder,磁帶錄音機
tarantella {It.},塔朗泰拉舞曲
tardamente {It.},漸慢；延緩的
tardando {It.},降慢速度
tardo {It.},慢的
t?rogat? {Hu.},塔羅加托管
t?rogat? {Hu.},匈牙利嗩吶
tartini's tones,塔悌尼音
Taschengeige {Ger.},袖珍小提琴
Taschenpartitur {Ger.},袖珍總譜
Taste {Ger.},鍵；琴鍵
Tasteninstrument {Ger.},鍵盤樂器
tastiera {It.},鍵盤；指板
tasto bianco {It.},白鍵
tasto nero {It.},黑鍵
tasto solo {It.},單音奏
tasto {It.},琴鍵；指板
tattoo,歸營號；熄燈號
tavola armonica {It.},音響板；共鳴板
Te Deum {Lat.},感恩頌歌
teatro dell'opera {It.},歌劇院
tedesca {It.},德國舞曲
tedesco {It.},德國舞曲
telephone theory,電話論
Telephontheorie {Ger.},電話論
telyn,豎琴｛威爾斯｝
tema {It.},主題
tema {It.},主題
tema {Sp.},主題
temperament,調律法；音律
temp?rament ?gal {Fr.},平均律
temp?rament in?gal {Fr.},不等分平均律
temp?rament {Fr.},調律法；音律
temperamento equabile {It.},平均律
temperamento inequabile {It.},不等分平均律
temperamento {It.},調律法；音律
Temperatur {Ger.},調律法；音律
tempered scale,平均律音階
tempered tone,平均律音
tempest,暴風雨
tempestoso {It.},暴風雨似的
temple block,中國木魚
tempo,速度
tempo a piacere {It.},任意速度
Tempo ad libitum {It.},自由速度
tempo alla breve {It.},二二拍子
Tempo Bezeichnung {Ger.},速度記號
tempo comodo {It.},適意速度
tempo debole {It.},弱拍
tempo di ballo {It.},舞蹈速度
tempo di Gavotte {It.},嘉禾舞曲速度
tempo di Marcia {It.},進行曲速度
tempo di minuetto {It.},小步舞曲速度
tempo di polacca {It.},波蘭舞曲速度｛義｝
tempo di valse {It.},圓舞曲速度｛義｝
tempo dispari {It.},奇數拍子
tempo due-met? {It.},二二拍子
tempo due-quarti {It.},二四拍子
tempo giusto {It.},精確速度
tempo mark,速度記號
tempo ordinario {It.},適中速度
tempo pari {It.},偶數拍子
tempo primo {It.},初速度
tempo quarttro-tre {It.},三四拍子
tempo quattro-quarti {It.},四四拍子
tempo rubato {It.},彈性速度
tempo tre-mezzi {It.},三二拍子
tempo tre-quarti {It.},三四拍子
tempo [misura] sei-ottavi {It.},六八拍子
temporary modulation,臨時轉調
temps binaire {Fr.},偶數拍子
temps faible {Fr.},弱拍
temps fort {Fr.},強拍
temps musical {Fr.},音樂時間
temps ternaire {Fr.},奇數拍子
tempus imperfectum {Lat.},不完全節拍
tempus perfectum {Lat.},完全節拍
tempus {Lat.},速度｛拉｝
tendre {Fr.},柔和的
tenebrae {Lat.},黑夜讚美詩
teneramente {It.},溫柔的
tenerezza {It.},親愛的；溫柔的
tenero {It.},柔軟的
teneroso {It.},柔軟的
tenor,次中音；男高音
tenor baritone,高男中音
tenor C,次中音C
tenor chiave,次中音譜號
t?nor cl? {Fr.},次中音譜號
tenor clef,次中音譜號
tenor drum,次中音鼓
tenor horn,次中音號
tenor mass,定旋律彌撒曲
tenor part,次中音部
tenor saxhorn,次中音薩氏號
tenor stave,次中音譜表
tenor trombone,次中音長號
tenor voice,男高音聲部；次中音聲部
Tenor-bass posaune {Ger.},次中音－低音長號
tenor-bass trombone,次中音－低音長號
Tenorbasshorn {Ger.},粗管上低音號
Tenorfagott {Ger.},小低音管
tenoroon,小低音管
Tenorposaune {Ger.},次中音長號
Tenorschl?ssel {Ger.},次中音譜號
tension note,緊張音
tenso {Fr.},辯論詩歌
tenth,十度
tenuto {It.},持音
teoria della composizione {It.},作曲法
tepido {It.},不太熱烈的
teponaztli,Ｈ形鼓
ter sanctus {Lat.},三聖曲
terce,第三時課；午前禱
terminatio {Lat.},結束句
termination,結束句
ternary form,三段體
tertia {Lat.},第三時課；午前禱
tertian harmony,三度和聲
Terz {Ger.},三度
terza aumentata {It.},增三度
terza diminuita {It.},減三度
terza maggiore {It.},大三度
terza minore {It.},小三度
terza piccarda {It.},皮卡第三度
terza {It.},三度
Terzbau {Ger.},三度構成
Terzdezime {Ger.},十三度
Terzdezimenakkord {Ger.},十三和弦
Terzenaufbau {Ger.},三度構成
Terzett {Ger.},三重奏；三重唱
terzetto {It.},三重奏；三重唱
terzina {It.},三連音；三連音符
Terzkanon {Ger.},三度卡農
Terzquartakkord {Ger.},三四和弦
Terzverwandtschaft {Ger.},三度近系關係
tessitura {It.},音域
testa {It.},符頭
testo {It.},歌詞
T?te {Fr.},符頭
tetrachord,四音組
tetrardus {Gr.},第四
text,歌詞
Textbuch {Ger.},腳本；劇本
texte {Fr.},歌詞
texture,織體；織度；結構形式
The Five,五人組（五人樂派）
theater music,劇場音樂
Theatermusik {Ger.},劇場音樂
Theatische Kiataloge {Ger.},主題目錄
Thema {Ger.},主題
Thema {Ger.},主題
thematic development,主題發展
thematic material,主題素材
thematic transformation,主題變形
Thematische Arbeit {Ger.},主題建構
theme,主題
theme,主題
theme and variations,主題變奏；主題變奏曲
th?me secondaire {Fr.},副主題
theme song,主題歌
th?me {Fr.},主題
th?me {Fr.},主題
theme-song,主題曲
theoebo,大魯特琴（提歐伯）
th?orbe {Fr.},大魯特琴
th?orie de la musique {Fr.},音樂理論
Theorie der Geh?rsempfindung {Ger.},聽覺論
Theorie der Musik {Ger.},音樂理論
th?orie des fonctions {Fr.},功能理論
th?orie t?l?phonique {Fr.},電話論
th?ories de l'audition {Fr.},聽覺論
theories of hearing,聽覺論
theory of composition,作曲法
theory of functions,功能理論
theory of harmony,和聲學
Theremin,泰雷明｛電子樂器｝
thesis {Gr.},下拍；強拍；起句
third,三度
third inversion,第三轉位
third line,第三線
third octave,第三個八度
third part,第三部
third scale-step,第三音級
third space,第三間
third species,第三類｛對位｝
third-relationship,三度近系關係
thirteenth,十三度
thirteenth chord,十三和弦
thirteenth chromatic,變化十三和弦（絃）
thirteenth dominant,屬十三和弦（絃）
thirty-second note {Amer.},三十二分音符
thirty-second rest {Amer.},三十二分休止符
thirty-second-note rest {Amer.},三十二分休止符
thirty-two foot stop,三十二呎音拴
thoroughbass,持續低音；數字低音
three accented octave,三點八度｛音域｝
three movement form,三樂章形式
three notes to one,三對一
three parts,三聲部
three stringed double-bass,三弦低音提琴
three voices,三聲部
three-bar rhythm,三小節節奏
three-bar sentence,三小節樂句
Three-four meter [time],三四拍子
three-line octave,三點八度｛音域｝
three-part canon,三部卡農
three-part counterpoint,三部對位
three-part fugue,三部復格
three-part harmony,三部和聲
three-two meter,三二拍子
three-two time,三二拍子
thrice-accented octave,三點八度｛音域｝
throaty voice,喉音
through-composed,貫穿式的
through-composed song,貫穿式歌曲；應詞歌
through-imitation,完全模仿
thumb position,拇指把位
thunder machine,雷聲器
thunder stick,牛吼器
tibia {Lat.},提比亞笛；提比亞管；提比亞音栓
Tie,連結線
tied notes,連結音
tief {Ger.},低的；深的
tiento {Sp.},恬多曲
tiepido {It.},不太熱烈的
tierce augment?e {Fr.},增三度
tierce de picardie,皮卡第三度
tierce de Picardie {Fr.},皮卡第三度
tierce diminu?e {Fr.},減三度
tierce majeure {Fr.},大三度
tierce mineure {Fr.},小三度
tierce {Fr.},三度
timbales,鍋形鼓；定音鼓
timbales {Fr.},鍋形鼓；定音鼓
timbales {Sp.},鍋形鼓；定音鼓
timballo {It.},鍋形鼓｛古用法｝
timbre,音色
timbre {Fr.},音色
timbro {It.},音色
time,節拍；時值；速度
time error,時間誤差
time perception,時間知覺
time signature,拍子記號
time value,時值
time-beating,擊拍
